Nezumi Shortfang	1	Effect:flip	{1}{B}, {T}: Target opponent discards a card. Then if that player has no cards in hand, flip this creature.
Flame Spill	1	Effect:excess	Flame Spill deals 4 damage to target creature. Excess damage is dealt to that creature's controller instead.
Anti-Venom, Horrifying Healer	1	Swallow:Condition_If	When Anti-Venom enters, if he was cast, return target creature card from your graveyard to the battlefield. / If damage would be dealt to Anti-Venom, prevent that damage and put that many +1/+1 counters on him.
Halimar Wavewatch	0		Level up {2} ({2}: Put a level counter on this. Level up only as a sorcery.) / LEVEL 1-4 / 0/6 / LEVEL 5+ / 6/6 / Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Gruesome Discovery	1	Effect:choose	Target player discards two cards. / Morbid — If a creature died this turn, instead that player reveals their hand, you choose two cards from it, then that player discards those cards.
Gate to the Aether	1	Effect:creature,	At the beginning of each player's upkeep, that player reveals the top card of their library. If it's an artifact, creature, enchantment, or land card, the player may put it onto the battlefield.
Navigator's Compass	1	Effect:become	When this artifact enters, you gain 3 life. / {T}: Until end of turn, target land you control becomes the basic land type of your choice in addition to its other types.
Hibernation's End	1	Trigger:Whenever you pay ~'s cumulative upkeep	Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.) / Whenever you pay this enchantment's cumulative upkeep, you may search your library for a creature card with mana value equal to the number of age counters on this enchantment, put it onto the battlefield, then shuffle.
Paladin of Atonement	1	Swallow:Condition_If	At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on this creature. / When this creature dies, you gain life equal to its toughness.
Leyline of Combustion	1	Trigger:Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls	If this card is in your opening hand, you may begin the game with it on the battlefield. / Whenever you and/or at least one permanent you control becomes the target of a spell or ability an opponent controls, this enchantment deals 2 damage to that player.
Tar Fiend	1	Swallow:DynamicQty	Devour 2 (As this creature enters, you may sacrifice any number of creatures. It enters with twice that many +1/+1 counters on it.) / When this creature enters, target player discards a card for each creature it devoured.
Memory Vessel	1	Effect:players	{T}, Exile this artifact: Each player exiles the top seven cards of their library. Until your next turn, players may play cards they exiled this way, and they can't play cards from their hand. Activate only as a sorcery.
Dancing Sword	1	Effect:isn't	Equipped creature gets +2/+1. / When equipped creature dies, you may have this Equipment become a 2/1 Construct artifact creature with flying and ward {1}. If you do, it isn't an Equipment. / Equip {1}
Flood of Tears	1	Swallow:Condition_If	Return all nonland permanents to their owners' hands. If you return four or more nontoken permanents you control this way, you may put a permanent card from your hand onto the battlefield.
Arcanum Wings	1	Effect:unknown	Enchant creature / Enchanted creature has flying. / Aura swap {2}{U} ({2}{U}: Exchange this Aura with an Aura card in your hand.)
Twisted Sewer-Witch	1	Effect:for	When this creature enters, create a 1/1 black Rat creature token with "This creature can't block." Then for each Rat you control, create a Wicked Role token attached to that Rat. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)
Provoke the Trolls	1	Swallow:Condition_If	Provoke the Trolls deals 3 damage to any target. If a creature is dealt damage this way, it gets +5/+0 until end of turn.
Lullmage's Domination	1	Swallow:Condition_If	This spell costs {3} less to cast if it targets a creature whose controller has eight or more cards in their graveyard. / Gain control of target creature with mana value X.
Vizier of the Anointed	1	Trigger:Whenever you activate an eternalize or embalm ability	When this creature enters, you may search your library for a creature card with eternalize or embalm, put that card into your graveyard, then shuffle. / Whenever you activate an eternalize or embalm ability, draw a card.
A Killer Among Us	1	Swallow:Condition_If	When this enchantment enters, create a 1/1 white Human creature token, a 1/1 blue Merfolk creature token, and a 1/1 red Goblin creature token. Then secretly choose Human, Merfolk, or Goblin. / Sacrifice this enchantment, Reveal the creature type you chose: If target attacking creature token is the chosen type, put three +1/+1 counters on it and it gains deathtouch until end of turn.
Burnout Bashtronaut	0		Menace / Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) / {2}: This creature gets +1/+0 until end of turn. / Max speed — This creature has double strike.
Arcane Investigator	0		Search the Room — {5}{U}: Roll a d20. / 1—9 | Draw a card. / 10—20 | Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.
Combustion Man	1	Effect:Unsupported unless clause	Whenever Combustion Man attacks, destroy target permanent unless its controller has Combustion Man deal damage to them equal to his power.
The Tale of Tamiyo	1	Swallow:Condition_If	(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.) / I, II, III — Mill two cards. If two cards that share a card type were milled this way, draw a card and repeat this process. / IV — Exile any number of target instant, sorcery, and/or Tamiyo planeswalker cards from your graveyard. Copy them. You may cast any number of the copies.
Ajani Goldmane	1	Effect:create	[+1]: You gain 2 life. / [−1]: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn. / [−6]: Create a white Avatar creature token. It has "This token's power and toughness are each equal to your life total."
Takeno, Samurai General	1	Swallow:DynamicQty	Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.) / Each other Samurai creature you control gets +1/+1 for each point of bushido it has.
Liliana of the Veil	1	Effect:separate	[+1]: Each player discards a card. / [−2]: Target player sacrifices a creature. / [−6]: Separate all permanents target player controls into two piles. That player sacrifices all permanents in the pile of their choice.
